window_id,sample_id,label,label_index,group_id,group_index,cv_index,audio_path,start_sec,duration_sec,sample_rate,year,bandleader,pianist
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00004,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,20.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00005,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,25.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00006,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,30.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00007,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,35.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00008,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,40.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00009,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,45.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00010,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,50.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00011,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,55.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00012,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,60.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00013,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,65.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00014,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,70.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00015,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,75.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00016,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,80.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00017,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,85.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00018,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,90.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00019,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,95.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00020,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,100.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00021,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,105.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00022,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,110.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00023,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,115.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00024,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,120.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00025,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,125.000000,10.000000,24000,1980,Bill Evans,Bill Evans
evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad__00026,evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,In Your Own Sweet Way,4,Bill Evans / Bill Evans,0,0,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad.wav,130.000000,10.000000,24000,1980,Bill Evans,Bill Evans
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00000,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,0.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00001,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,5.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00002,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,10.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00003,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,15.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00004,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,20.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00005,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,25.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00006,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,30.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00007,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,35.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00008,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,40.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00009,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,45.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00010,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,50.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00011,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,55.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00012,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,60.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00013,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,65.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00014,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,70.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00015,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,75.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00016,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,80.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00017,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,85.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00018,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,90.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00019,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,95.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00020,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,100.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00021,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,105.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00022,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,110.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00023,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,115.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00024,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,120.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00025,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,125.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00026,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,130.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00027,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,135.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00028,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,140.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00029,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,145.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00030,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,150.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00031,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,155.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00032,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,160.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00033,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,165.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00034,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,170.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00035,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,175.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00036,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,180.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00037,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,185.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00038,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,190.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00039,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,195.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00040,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,200.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00041,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,205.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00042,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,210.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00043,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,215.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52__00044,jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,In Your Own Sweet Way,4,Keith Jarrett / Keith Jarrett,2,2,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52.wav,220.000000,10.000000,24000,1993,Keith Jarrett,Keith Jarrett
