sample_id,label,label_index,group_id,group_index,cv_index,fname_placeholder,track,year,bandleader,pianist,jtd_300,raw_audio_path,audio_path,sample_rate,num_samples,duration_sec
barronk-stellabystarlight-carterrcobhamb-2003-63b7639c,Stella by Starlight,11,Kenny Barron / Kenny Barron,1,1,barronk-stellabystarlight-carterrcobhamb-2003-63b7639c,Stella by Starlight,2003,Kenny Barron,Kenny Barron,false,raw_jtd_wav_path/barronk-stellabystarlight-carterrcobhamb-2003-63b7639c.wav,data/processed/jtd_group_cv_16/audio_24k_mono/barronk-stellabystarlight-carterrcobhamb-2003-63b7639c.wav,24000,4680231,195.009625
drewk-stellabystarlight-russellcblakeya-1951-e9851153,Stella by Starlight,11,Kenny Drew / Kenny Drew,0,0,drewk-stellabystarlight-russellcblakeya-1951-e9851153,Stella by Starlight,1951,Kenny Drew,Kenny Drew,false,raw_jtd_wav_path/drewk-stellabystarlight-russellcblakeya-1951-e9851153.wav,data/processed/jtd_group_cv_16/audio_24k_mono/drewk-stellabystarlight-russellcblakeya-1951-e9851153.wav,24000,1392203,58.008458
petersono-stellabystarlight-jonesshayesl-1966-990184dc,Stella by Starlight,11,Oscar Peterson / Oscar Peterson,3,3,petersono-stellabystarlight-jonesshayesl-1966-990184dc,Stella by Starlight,1966,Oscar Peterson,Oscar Peterson,true,raw_jtd_wav_path/petersono-stellabystarlight-jonesshayesl-1966-990184dc.wav,data/processed/jtd_group_cv_16/audio_24k_mono/petersono-stellabystarlight-jonesshayesl-1966-990184dc.wav,24000,3000294,125.012250
cowells-stellabystarlight-thomascthomasw-1993-6e5a304e,Stella by Starlight,11,Stanley Cowell / Stanley Cowell,2,2,cowells-stellabystarlight-thomascthomasw-1993-6e5a304e,Stella by Starlight,1993,Stanley Cowell,Stanley Cowell,false,raw_jtd_wav_path/cowells-stellabystarlight-thomascthomasw-1993-6e5a304e.wav,data/processed/jtd_group_cv_16/audio_24k_mono/cowells-stellabystarlight-thomascthomasw-1993-6e5a304e.wav,24000,2592434,108.018083
waltonc-thereisnogreaterlove-williamsdhigginsb-1992-c4cb26bd,There Is No Greater Love,12,Cedar Walton / Cedar Walton,4,4,waltonc-thereisnogreaterlove-williamsdhigginsb-1992-c4cb26bd,There Is No Greater Love,1992,Cedar Walton,Cedar Walton,false,raw_jtd_wav_path/waltonc-thereisnogreaterlove-williamsdhigginsb-1992-c4cb26bd.wav,data/processed/jtd_group_cv_16/audio_24k_mono/waltonc-thereisnogreaterlove-williamsdhigginsb-1992-c4cb26bd.wav,24000,4488301,187.012542
hicksj-thereisnogreaterlove-drummondrsmittym-1993-52e6c99d,There Is No Greater Love,12,John Hicks / John Hicks,2,2,hicksj-thereisnogreaterlove-drummondrsmittym-1993-52e6c99d,There Is No Greater Love,1993,John Hicks,John Hicks,true,raw_jtd_wav_path/hicksj-thereisnogreaterlove-drummondrsmittym-1993-52e6c99d.wav,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-thereisnogreaterlove-drummondrsmittym-1993-52e6c99d.wav,24000,5088235,212.009792
barronk-thereisnogreaterlove-williamsbrileyb-1984-90d41f7e,There Is No Greater Love,12,Kenny Barron / Kenny Barron,3,3,barronk-thereisnogreaterlove-williamsbrileyb-1984-90d41f7e,There Is No Greater Love,1984,Kenny Barron,Kenny Barron,true,raw_jtd_wav_path/barronk-thereisnogreaterlove-williamsbrileyb-1984-90d41f7e.wav,data/processed/jtd_group_cv_16/audio_24k_mono/barronk-thereisnogreaterlove-williamsbrileyb-1984-90d41f7e.wav,24000,6048235,252.009792
petersono-thereisnogreaterlove-brownrthigpene-1961-dc8ea579,There Is No Greater Love,12,Oscar Peterson / Oscar Peterson,0,0,petersono-thereisnogreaterlove-brownrthigpene-1961-dc8ea579,There Is No Greater Love,1961,Oscar Peterson,Oscar Peterson,false,raw_jtd_wav_path/petersono-thereisnogreaterlove-brownrthigpene-1961-dc8ea579.wav,data/processed/jtd_group_cv_16/audio_24k_mono/petersono-thereisnogreaterlove-brownrthigpene-1961-dc8ea579.wav,24000,4104120,171.005000
kellyw-thereisnogreaterlove-mcclurercobbj-1966-372399bb,There Is No Greater Love,12,Wynton Kelly / Wynton Kelly,1,1,kellyw-thereisnogreaterlove-mcclurercobbj-1966-372399bb,There Is No Greater Love,1966,Wynton Kelly,Wynton Kelly,false,raw_jtd_wav_path/kellyw-thereisnogreaterlove-mcclurercobbj-1966-372399bb.wav,data/processed/jtd_group_cv_16/audio_24k_mono/kellyw-thereisnogreaterlove-mcclurercobbj-1966-372399bb.wav,24000,8568024,357.001000
jamala-whatisthisthingcalled-crosbyifournierv-1961-41d8df86,What Is This Thing Called Love,13,Ahmad Jamal / Ahmad Jamal,3,3,jamala-whatisthisthingcalled-crosbyifournierv-1961-41d8df86,What Is This Thing Called Love,1961,Ahmad Jamal,Ahmad Jamal,true,raw_jtd_wav_path/jamala-whatisthisthingcalled-crosbyifournierv-1961-41d8df86.wav,data/processed/jtd_group_cv_16/audio_24k_mono/jamala-whatisthisthingcalled-crosbyifournierv-1961-41d8df86.wav,24000,1464048,61.002000
evansb-whatisthisthingcalled-israelscbunkerl-1961-8a127c18,What Is This Thing Called Love,13,Bill Evans / Bill Evans,1,1,evansb-whatisthisthingcalled-israelscbunkerl-1961-8a127c18,What Is This Thing Called Love,1961,Bill Evans,Bill Evans,false,raw_jtd_wav_path/evansb-whatisthisthingcalled-israelscbunkerl-1961-8a127c18.wav,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-whatisthisthingcalled-israelscbunkerl-1961-8a127c18.wav,24000,1008168,42.007000
mancej-whatisthisthingcalled-bettskwilliamsj-1998-15983625,What Is This Thing Called Love,13,Junior Mance / Junior Mance,2,2,mancej-whatisthisthingcalled-bettskwilliamsj-1998-15983625,What Is This Thing Called Love,1998,Junior Mance,Junior Mance,true,raw_jtd_wav_path/mancej-whatisthisthingcalled-bettskwilliamsj-1998-15983625.wav,data/processed/jtd_group_cv_16/audio_24k_mono/mancej-whatisthisthingcalled-bettskwilliamsj-1998-15983625.wav,24000,4656072,194.003000
jarrettk-whatisthisthingcalled-peacockgdejohnettej-1999-72ad4994,What Is This Thing Called Love,13,Keith Jarrett / Keith Jarrett,0,0,jarrettk-whatisthisthingcalled-peacockgdejohnettej-1999-72ad4994,What Is This Thing Called Love,1999,Keith Jarrett,Keith Jarrett,false,raw_jtd_wav_path/jarrettk-whatisthisthingcalled-peacockgdejohnettej-1999-72ad4994.wav,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-whatisthisthingcalled-peacockgdejohnettej-1999-72ad4994.wav,24000,7655193,318.966375
jamala-whispernot-nasserjfournierv-1965-dc92588c,Whisper Not,14,Ahmad Jamal / Ahmad Jamal,1,1,jamala-whispernot-nasserjfournierv-1965-dc92588c,Whisper Not,1965,Ahmad Jamal,Ahmad Jamal,true,raw_jtd_wav_path/jamala-whispernot-nasserjfournierv-1965-dc92588c.wav,data/processed/jtd_group_cv_16/audio_24k_mono/jamala-whispernot-nasserjfournierv-1965-dc92588c.wav,24000,1896538,79.022417
mancej-whispernot-cleyndertabrowns-2000-7234835b,Whisper Not,14,Junior Mance / Junior Mance,3,3,mancej-whispernot-cleyndertabrowns-2000-7234835b,Whisper Not,2000,Junior Mance,Junior Mance,true,raw_jtd_wav_path/mancej-whispernot-cleyndertabrowns-2000-7234835b.wav,data/processed/jtd_group_cv_16/audio_24k_mono/mancej-whispernot-cleyndertabrowns-2000-7234835b.wav,24000,4608207,192.008625
jarrettk-whispernot-peacockgdejohnettej-1999-acdeb96f,Whisper Not,14,Keith Jarrett / Keith Jarrett,2,2,jarrettk-whispernot-peacockgdejohnettej-1999-acdeb96f,Whisper Not,1999,Keith Jarrett,Keith Jarrett,true,raw_jtd_wav_path/jarrettk-whispernot-peacockgdejohnettej-1999-acdeb96f.wav,data/processed/jtd_group_cv_16/audio_24k_mono/jarrettk-whispernot-peacockgdejohnettej-1999-acdeb96f.wav,24000,4104235,171.009792
petersono-whispernot-brownrthigpene-1961-aa3ac076,Whisper Not,14,Oscar Peterson / Oscar Peterson,0,0,petersono-whispernot-brownrthigpene-1961-aa3ac076,Whisper Not,1961,Oscar Peterson,Oscar Peterson,false,raw_jtd_wav_path/petersono-whispernot-brownrthigpene-1961-aa3ac076.wav,data/processed/jtd_group_cv_16/audio_24k_mono/petersono-whispernot-brownrthigpene-1961-aa3ac076.wav,24000,2712669,113.027875
evansb-yesterdays-gomezemorellm-1968-43d1c693,Yesterdays,15,Bill Evans / Bill Evans,1,1,evansb-yesterdays-gomezemorellm-1968-43d1c693,Yesterdays,1968,Bill Evans,Bill Evans,false,raw_jtd_wav_path/evansb-yesterdays-gomezemorellm-1968-43d1c693.wav,data/processed/jtd_group_cv_16/audio_24k_mono/evansb-yesterdays-gomezemorellm-1968-43d1c693.wav,24000,1200072,50.003000
hollandd-yesterdays-joneshhigginsb-1989-126bab92,Yesterdays,15,Dave Holland / Hank Jones,3,3,hollandd-yesterdays-joneshhigginsb-1989-126bab92,Yesterdays,1989,Dave Holland,Hank Jones,false,raw_jtd_wav_path/hollandd-yesterdays-joneshhigginsb-1989-126bab92.wav,data/processed/jtd_group_cv_16/audio_24k_mono/hollandd-yesterdays-joneshhigginsb-1989-126bab92.wav,24000,2520375,105.015625
hicksj-yesterdays-drummondrmuhammadi-1990-8a89257c,Yesterdays,15,John Hicks / John Hicks,2,2,hicksj-yesterdays-drummondrmuhammadi-1990-8a89257c,Yesterdays,1990,John Hicks,John Hicks,true,raw_jtd_wav_path/hicksj-yesterdays-drummondrmuhammadi-1990-8a89257c.wav,data/processed/jtd_group_cv_16/audio_24k_mono/hicksj-yesterdays-drummondrmuhammadi-1990-8a89257c.wav,24000,1776505,74.021042
drewk-yesterdays-russellcblakeya-1951-3dc431b2,Yesterdays,15,Kenny Drew / Kenny Drew,0,0,drewk-yesterdays-russellcblakeya-1951-3dc431b2,Yesterdays,1951,Kenny Drew,Kenny Drew,false,raw_jtd_wav_path/drewk-yesterdays-russellcblakeya-1951-3dc431b2.wav,data/processed/jtd_group_cv_16/audio_24k_mono/drewk-yesterdays-russellcblakeya-1951-3dc431b2.wav,24000,3888035,162.001458
tynerm-yesterdays-sharpeascotta-1989-47615333,Yesterdays,15,McCoy Tyner / McCoy Tyner,5,5,tynerm-yesterdays-sharpeascotta-1989-47615333,Yesterdays,1989,McCoy Tyner,McCoy Tyner,true,raw_jtd_wav_path/tynerm-yesterdays-sharpeascotta-1989-47615333.wav,data/processed/jtd_group_cv_16/audio_24k_mono/tynerm-yesterdays-sharpeascotta-1989-47615333.wav,24000,3720244,155.010167
brownr-yesterdays-smithpbellsonl-1978-6357e74c,Yesterdays,15,Ray Brown / Paul Smith,4,4,brownr-yesterdays-smithpbellsonl-1978-6357e74c,Yesterdays,1978,Ray Brown,Paul Smith,false,raw_jtd_wav_path/brownr-yesterdays-smithpbellsonl-1978-6357e74c.wav,data/processed/jtd_group_cv_16/audio_24k_mono/brownr-yesterdays-smithpbellsonl-1978-6357e74c.wav,24000,960251,40.010458
